categorie,official_name,longitude,latitude,address_txt,opening_hours,insee,id
france_travail,Agence France Travail ST-PIERRE D'OLERON,-1.306726,45.937305,19 Rue du Moulin du Coivre 17310 Saint-Pierre-d'Oléron,Mo-Fr 08:30-12:30,17385,22f40a27-016e-48fd-8768-1fb33646625b
france_travail,Agence France Travail LENS GARE,2.825388,50.428397,48 Rue Jean Letienne 62300 Lens,,62498,23017ff6-384b-4840-bfb2-ee92882dff73
france_travail,Agence France Travail LIMOGES LECLERC,1.261424,45.847569,135 avenue Général Leclerc 87100 Limoges,Mo-Fr 08:30-12:30,87085,234168b1-03d3-4765-bc7b-7d6759c8d432
france_travail,Agence France Travail BAIE MAHAULT,-61.588203,16.257773,ROND-POINT Destrellan 97122 Baie-Mahault,,97103,234c652f-3bb5-4632-aed0-1fb71da0f113
france_travail,Agence France Travail CHOLET,-0.869602,47.048436,24 Rue du Carteron 49300 Cholet,Mo-Fr 08:30-12:30,49099,23b36bb9-d5c8-462b-ae23-7f767a631293
france_travail,Agence France Travail ANDREZIEUX BOUTHEON,4.280082,45.529079,IMMEUBLE LE DIAMANT  Rond-point Auguste Colonna 42160 Andrézieux-Bouthéon,Mo-Fr 08:30-12:30,42005,243d7569-66a1-42b0-8c61-b7bebce101de
france_travail,Agence France Travail Garges-lès-Gonesse,2.415651,48.974337,ESPACE EUROPE  36 Avenue Frédéric Joliot-curie 95140 Garges-lès-Gonesse,,95268,250b32bc-2382-4711-80ef-65da9fa4c127
france_travail,Agence France Travail NEVERS,3.145002,46.991632,5bis Rue du 13e de Ligne 58000 Nevers,Mo-Fr 08:30-12:30,58194,25195a5e-fb46-4c74-881c-b223f880a08a
france_travail,Agence France Travail MONTELIMAR,4.753857,44.567866,8 Rue Léon Blum 26200 Montélimar,Mo-Fr 08:30-12:30,26198,25ab098b-49ba-4057-94c4-a87a934bfb98
france_travail,Agence France Travail ARRAS,2.73441,50.302326,2 Rue de la Symphorine 62000 Arras,,62041,27570e8a-307c-4275-8d73-d4661f621685
france_travail,Agence France Travail VILLENAVE D ORNON,-0.572402,44.795742,1 Rue Saint Jean 33140 Villenave-d'Ornon,Mo-Fr 08:30-12:30,33550,27cec4f0-833d-4f54-9cc5-94a378aff52d
france_travail,Agence France Travail YVETOT,0.775259,49.615983,3 Avenue Micheline Ostermeyer 76190 Yvetot,Mo-Fr 08:30-12:30,76758,27de2032-5431-401e-be7e-3cbbcb471242
france_travail,Agence France Travail FREJUS,6.745485,43.419541,BASE NATURE  1196 Boulevard de la MER 83600 Fréjus,Mo-Fr 08:30-12:30,83061,27dfa97f-fe10-47e5-bebe-4a2f652741ec
france_travail,Agence France Travail Guyancourt,2.054622,48.785504,3 Avenue du 8 Mai 1945 78280 Guyancourt,,78297,280caf27-9d2a-4936-a032-d5a92129365d
france_travail,Agence France Travail MARIGNANE,5.20379,43.403269,FLORICITY BAT A ZAC BAUSSET FLORIDES  1 Avenue Jacqueline Auriol 13700 Marignane,Mo-Fr 08:30-12:30,13054,2834bb99-9b09-4c85-8860-9b87aeaf7ea1
france_travail,Agence France Travail CARCASSONNE,2.367881,43.214686,34 BOULEVARD Irène et Fréderic Joliot Curie 11000 Carcassonne,Mo-Fr 08:30-12:30,11069,28450f39-2f92-404e-af6d-0da0b9f47ccd
france_travail,Agence France Travail LA ROCHELLE LAGORD,-1.144835,46.189909,CS 60101  7 Rue du Bois d'Huré 17140 Lagord,Mo-Fr 08:30-12:30,17200,284ac69b-60b2-489b-9626-a8d0ef83f181
france_travail,Agence France Travail SAINT FONS,4.861911,45.712342,61 Rue Mathieu Dussurgey 69190 Saint-Fons,Mo-Fr 08:30-12:30,69199,28619947-eda2-4703-b634-4e756a11e46e
france_travail,Agence France Travail BREST IROISE,-4.52537,48.389743,530 avenue de Tallinn 29200 Brest,Mo-Fr 08:30-12:30,29019,289ba165-b42e-4862-b4fe-60d3d8873c98
france_travail,Agence France Travail MONTPELLIER CEVENNES,3.827804,43.617812,Rue du Pilory 34080 Montpellier,Mo-Fr 08:30-12:30,34172,28b066b6-928a-4580-bb38-78059347a284
france_travail,Agence France Travail ABBEVILLE,1.866594,50.100378,11 Rue Paul Vimereu 80100 Abbeville,Mo-Fr 08:30-12:30,80001,28e2d374-0f3e-4c16-b2e6-5629bf696728
france_travail,Agence France Travail AJACCIO,8.7818,41.9515,LA ROCADE-CONFINA - MEZZAVIA  ROUTE DEP 31 20167 Ajaccio,Mo-Fr 08:30-12:30,2A004,297dc35d-7b2d-4ec8-9c24-80d3736c482f
france_travail,Agence France Travail ROMILLY-SUR-SEINE,3.720076,48.504792,32 Rue Milford Haven 10100 Romilly-sur-Seine,Mo-Fr 08:30-12:30,10323,29d051c2-b2d7-4c2b-9225-5c38681d2abe
france_travail,Agence France Travail MARSEILLE CARRE GABRIEL,5.382163,43.325104,IMMEUBLE CARRE GABRIEL  31 Boulevard charles moretti 13014 Marseille,Mo-Fr 08:30-12:30,13055,29f2f225-910f-4353-be04-d3bf3d6ef50b
france_travail,Agence France Travail RENNES EST,-1.629354,48.096927,IMMEUBLE LOTUS  22 Rue du Bignon 35000 Rennes,Mo-Fr 08:30-12:30,35238,2a1e5438-2c18-4a94-b55a-b2254ba7f716
france_travail,Agence France Travail MONTPELLIER CASTELNAU,3.911481,43.628708,400 Avenue Marcel Dassault 34170 Castelnau-le-Lez,Mo-Fr 08:30-12:30,34057,2aec6c42-f81f-409c-b9db-a7a0ee8a9eab
france_travail,Agence France Travail GRANVILLE,-1.5649,48.834521,204 Rue Paul de Gibon 50400 Granville,Mo-Fr 08:30-12:30,50218,2b7a5321-fb09-4796-af40-d21957768e7a
france_travail,Agence France Travail MURET,1.317363,43.439269,1 Impasse du Col du Tourmalet 31600 Muret,Mo-Fr 08:30-12:30,31395,2b83245f-6ae8-482b-886a-90f9271960fb
france_travail,Agence France Travail Sevran,2.527379,48.946339,2 Rue Paul Langevin 93270 Sevran,,93071,2bcd40e9-ab99-4738-ac65-017ce469b3b2
france_travail,Agence France Travail PORTET SUR GARONNE,1.400233,43.520544,6 Rue de l'Hotel de Ville 31120 Portet-sur-Garonne,Mo-Fr 08:30-12:30,31433,2be95e3a-7f0c-4d8b-8d48-f9d53b7ddac5
france_travail,Agence France Travail CONDOM,0.375154,43.950889,2bis Rue Lamartine 32100 Condom,Mo-Fr 08:30-12:30,32107,2c3ebca6-0038-4d21-b535-40268d7007d3
france_travail,Agence France Travail LINGOLSHEIM,7.694033,48.556699,14 Allée des Foulons 67380 Lingolsheim,Mo-Fr 08:30-12:30,67267,2c43eb53-beeb-45cd-ba6c-11190a866cfd
france_travail,Agence France Travail LOUVIERS,1.167037,49.214653,2 Boulevard du Maréchal Joffre 27400 Louviers,Mo-Fr 08:30-12:30,27375,2d46286c-4b85-4650-b0c9-a4d504cf8464
france_travail,Agence France Travail FIGEAC,2.023917,44.608423,8bis avenue Joseph Loubet 46100 Figeac,Mo-Fr 08:30-12:30,46102,2d628d16-a4a5-4a6e-8650-9618469b5f0d
france_travail,Agence France Travail SAINT VINCENT DE TYROSSE,-1.302615,43.658196,2 Allee des Pyrenees 40230 Saint-Vincent-de-Tyrosse,Mo-Fr 08:30-12:30,40284,2e90759b-7eae-440a-bdf4-c6a78914d5a5
france_travail,Agence France Travail MULHOUSE VERRIERS,7.302689,47.750333,4 Rue des Verriers 68200 Mulhouse,Mo-Fr 08:30-12:30,68224,2eb2c421-2011-43d5-81e3-d35515486828
france_travail,Relai France Travail CHATILLON SUR SEINE,4.5637072,47.87604,ZAC ACTIPOLE 21400 Châtillon-sur-Seine,Mo-Fr 08:30-12:30,21154,2fd5dc7a-1f84-46af-91d0-2f2686d82dbf
france_travail,Agence France Travail AUBAGNE,5.571704,43.289812,88 Rue de la Republique 13400 Aubagne,Mo-Fr 08:30-12:30,13005,3005e2c6-644e-4a1f-bff9-91f5003f3238
france_travail,Agence France Travail AUDINCOURT,6.840307,47.484678,1 Rue Aime Cesaire 25400 Audincourt,Mo-Fr 08:30-12:30,25031,302ba1d3-91bb-46a7-b63d-759dbca2e75c
france_travail,Agence France Travail CREIL BORDS DE L'OISE,2.494314,49.2697,540 Avenue du Tremblay 60100 Creil,Mo-Fr 08:30-12:30,60175,305a1c89-3efe-4e5e-a4e8-2c7131220387
france_travail,Agence France Travail PONT A MOUSSON,6.068306,48.922801,ZAC DE L'EMBISE  158 Rue Pierre Adt 54700 Pont-à-Mousson,Mo-Fr 08:30-12:30,54431,3064baf4-b94a-44a5-9443-a61f934e5c9c
france_travail,Agence France Travail LANESTER,-3.348879,47.762691,42 Avenue François Billoux 56600 Lanester,Mo-Fr 08:30-12:30,56098,306e9994-87b4-434a-9a68-5edc87ad4675
france_travail,Agence France Travail ALBERTVILLE,6.3907,45.6671,6 RUE LEONTINE VIBERT 73200 Albertville,Mo-Fr 08:30-12:30,73011,308e86d6-cb08-4373-a630-5fee952ef427
france_travail,Agence France Travail BRIGNOLES,6.037843,43.407889,269 Avenue Adjudant Chef Marie Louis Broquier 83170 Brignoles,Mo-Fr 08:30-12:30,83023,30c1cac1-c80b-4970-bf77-763a4cba47c6
france_travail,Agence France Travail LA FLECHE,-0.097085,47.706275,ZA Jalêtre  3 Rue  Irène Joliot-Curie 72200 La Flèche,Mo-Fr 08:30-12:30,72154,31954653-943a-4760-b1d2-3ad62b71a55a
france_travail,Agence France Travail THONON LES BAINS,6.482104,46.369679,22 Rue Jean Blanchard 74200 Thonon-les-Bains,Mo-Fr 08:30-12:30,74281,31b75394-093e-494d-b65c-a31b79cd31d5
france_travail,Agence France Travail TOURNON SUR RHONE,4.832056,45.053752,ZA LA PICHONNIERE  123 Impasse Olympe de Gouges 07300 Tournon-sur-Rhône,Mo-Fr 08:30-12:30,07324,328a8a47-24f4-4c84-8502-e7cbf3cf604f
france_travail,Agence France Travail COUTANCES,-1.446067,49.041639,Espace Hugues de Morville  103 Rue Geoffroy de Montbray 50200 Coutances,Mo-Fr 08:30-12:30,50147,3294b8e3-1aba-4051-aafd-210b9285dfc0
france_travail,Agence France Travail PERONNE-ALBERT,2.940673,49.932491,CS 70023  4bis Avenue Danicourt 80200 Péronne,Mo-Fr 08:30-12:30,80620,32a20615-8144-4c69-9b29-536e276fedcb
france_travail,Agence France Travail NICE NORD,7.262505,43.714504,98 Avenue Saint-Lambert 06100 Nice,Mo-Fr 08:30-12:30,06088,32da5a07-f0bd-4eff-9915-c811588e509b
france_travail,Agence France Travail MARSEILLE MOUREPIANE,5.337241,43.361317,IMMEUBLE PLEIN OUEST  Rue albert cohen 13016 Marseille,Mo-Fr 08:30-12:30,13055,33439706-cf62-41a4-88c8-a37189c06af4
france_travail,Relai France Travail GUISE,3.644639,49.906048,277 Rue de l'Europe 02120 Guise,Mo-Fr 08:30-12:30,02361,334aa4de-ed2d-4e2e-880c-4a4d9c3815be
france_travail,Agence France Travail LONS,-0.409325,43.30159,2 Rue Pierre Gilles De Gennes 64140 Lons,Mo-Fr 08:30-12:30,64348,33ca744f-28b6-4fee-88db-ba5f76c674d6
france_travail,Agence France Travail MARCONNELLE,2.027312,50.36793,484 Route de Mouriez 62140 Marconnelle,,62550,33dcd883-44b2-4a6f-a379-23167ac08fb7
france_travail,Agence France Travail LES SABLES,-1.761638,46.515924,100 Rue de la belle olonnaise 85340 Les Sables-d'Olonne,Mo-Fr 08:30-12:30,85194,345e4ef0-e8e2-4b3c-8304-02a5008a6e86
france_travail,Agence France Travail LE FRANCOIS,-60.90689,14.613150000000001,LOTISSEMENT COTONNERIE SUD  ROUTE DU SAINT-ESPRIT 97240 Le François,Mo-Fr 07:30-12:00,97210,34da9bb7-60a3-46d7-beb7-ae1d18815e96
france_travail,Agence France Travail LORIENT MARINE,-3.379205,47.73238,9 Rue François Toullec 56100 Lorient,Mo-Fr 08:30-12:30,56121,350e4209-519f-4972-88a2-4a861d26ac3a
france_travail,Agence France Travail LE HAVRE SOUDAY,0.116744,49.494228,CS 20136  17 Rue Paul Souday 76600 Le Havre,Mo-Fr 08:30-12:30,76351,350f224c-696b-4ebf-96f9-971d39b8f5f1
france_travail,Agence France Travail FORBACH,6.894264,49.189276,3 Rue d'Arras 57600 Forbach,Mo-Fr 08:30-12:30,57227,3574f5f1-905a-4903-9896-17aa0b83213d
france_travail,Agence France Travail SAINT RAPHAEL,6.791754,43.437317,ACTIPARC DU CERCERON  Voie Denis Papin 83700 Saint-Raphaël,Mo-Fr 08:30-12:30,83118,35a7a96e-b656-4835-82c8-0e28dc06ce0f
france_travail,Agence France Travail CONCARNEAU,-3.906277,47.902285,17 Rue Aime Cesaire 29900 Concarneau,Mo-Fr 08:30-12:30,29039,35af1487-3811-40df-a775-1a8cd251293b
france_travail,Agence France Travail BAGNOLS SUR CEZE,4.61284,44.16679,520 Avenue Roger Salengro 30200 Bagnols-sur-Cèze,Mo-Fr 08:30-12:30,30028,35b4047e-281a-4c4a-b968-0a779d011b4b
france_travail,Agence France Travail VERNEUIL SUR AVRE,0.921056,48.734664,135 Rue Porte de Mortagne 27130 Verneuil d'Avre et d'Iton,Mo-Fr 08:30-12:30,27679,362b3a7a-7a8a-48bf-be55-58fcb8bf0680
france_travail,Agence France Travail SAINT-BRIEUC SUD,-2.747834,48.498182,3 Rue Jean Grenier 22000 Saint-Brieuc,Mo-Fr 08:30-12:30,22278,366580f3-b9e5-444e-a829-c54c3a3470f7
france_travail,Agence France Travail ST ETIENNE CHATEAUCREUX,4.399441,45.439948,14 Rue de la Montat 42100 Saint-Étienne,Mo-Fr 08:30-12:30,42218,3716ba1b-3111-4f93-8e41-a520c6a049c9
france_travail,Agence France Travail HEROUVILLE,-0.336177,49.202963,ESPACE JEAN MONNET  8 Place de l'Europe 14200 Hérouville-Saint-Clair,Mo-Fr 08:30-12:30,14327,3743d5a4-0e6d-4277-8f30-fe5c615621cc
france_travail,Agence France Travail VERNOUILLET,1.341224,48.729756,3 Avenue Marc Chappey 28500 Vernouillet,Mo-Fr 08:45-12:45,28404,3749aaa2-3f1e-4002-bebc-f395a6b45e12
france_travail,Agence France Travail TOULOUSE LA PLAINE,1.492372,43.582804,1 Impasse René Couzinet 31400 Toulouse,Mo-Fr 08:30-12:30,31555,37507a0b-9e16-4c9f-8020-2b2a6d3f24c1
france_travail,Agence France Travail VENISSIEUX,4.867855,45.707585,27 Avenue de la République 69200 Vénissieux,Mo-Fr 08:30-12:30,69259,3814a1fb-c7e2-4081-88f5-e88c5329f85a
france_travail,Agence France Travail HEM,3.194831,50.664765,Rue des Ecoles 59510 Hem,,59299,3824aea4-93dd-432c-b9ab-affb0a63befa
france_travail,Agence France Travail BRON,4.917211,45.730242,PARK HARMONY  3 Avenue du 8 Mai 1945 69500 Bron,Mo-Fr 08:30-12:30,69029,38f64a71-6d9b-437f-a5df-180d96a33640
france_travail,Agence France Travail SAINT FRANCOIS,-61.274451,16.256116,Lieu-dit Cayenne Nord  Route de la Rocade 97118 Saint-François,,97125,39448b47-e014-493a-991c-aa05079d0cf7
france_travail,Agence France Travail VERNON,1.473661,49.096356,ZAC Fieschi  3 Rue Hannah Arendt 27200 Vernon,Mo-Fr 08:30-12:30,27681,39e1a730-45a3-467a-a4c0-1cb99bc98f5d
france_travail,Agence France Travail AIX VALLEE ARC,5.430865,43.515134,95 Chemin  Roger Martin 13090 Aix-en-Provence,Mo-Fr 08:30-12:30,13001,39e4eb09-3592-47e7-aff4-bc224779a958
france_travail,Agence France Travail APT,5.386528,43.879373,461 Voie Domitienne 84400 Apt,Mo-Fr 08:30-12:30,84003,3a6b67b8-27c6-4edd-8436-ca7b1d86c745
france_travail,Agence France Travail Plaisir,1.963147,48.830642,1416 Boulevard Léon Blum 78370 Plaisir,,78490,3a90c52b-b221-41cf-a0c0-3c83b66a9edc
france_travail,Agence France Travail Ivry-sur-Seine,2.375038,48.807459,Le Michelet  161 Avenue de Verdun 94200 Ivry-sur-Seine,,94041,3aca4cda-c745-4fe6-ae47-00e0c1a0d8c8
france_travail,Agence France Travail TOULOUSE CARTOUCHERIE,1.404289,43.603461,82 Voie du Toec 31300 Toulouse,Mo-Fr 08:30-12:30,31555,3bdfb9e2-3293-4a81-a291-a3641d146832
france_travail,Agence France Travail Courbevoie,2.255269,48.898428,17 Rue Du Président Kruger 92400 Courbevoie,,92026,3bf422da-558d-4b41-bf55-f058a589e2a6
france_travail,Agence France Travail SEDAN,4.941358,49.696343,5 Rue Berthelot 08200 Sedan,Mo-Fr 08:30-12:30,08409,3c127d04-6373-49f0-9f75-07d2ee060ec3
france_travail,Agence France Travail ILE ROUSSE,8.9239,42.6272,Col de Fogata 20220 L'Île-Rousse,Mo-Fr 08:30-12:30,2B134,3c39a24b-f9d8-4c3d-aeea-f260359e36ca
france_travail,Agence France Travail CHAMALIERES,3.059011,45.769057,78 avenue des Thermes 63400 Chamalières,Mo-Fr 08:30-12:30,63075,3c54e526-c385-463d-98fc-75570dfcf437
france_travail,Agence France Travail NOYON,2.9987,49.580233,6 Rue du Long Pont 60400 Noyon,Mo-Fr 08:30-12:30,60471,3cd5f667-02d1-4171-896b-dde3cb09ef43
france_travail,Agence France Travail BESANCON PALENTE,6.049393,47.265899,6 rue du muguet 25000 Besançon,Mo-Fr 08:30-12:30,25056,3cd90b2d-263e-4028-9f33-c8f0927f8354
france_travail,Agence France Travail Persan,2.279186,49.150143,4 Rue Jean Moulin 95340 Persan,,95487,3cff3af6-8d1a-4393-a053-fd936757ebb7
france_travail,Agence France Travail ROUEN BEAUVOISINE,1.098703,49.45049,7 Route de Neufchâtel 76000 Rouen,Mo-Fr 08:30-12:30,76540,3d5a4c25-1c30-43a9-ab30-39c12eeaba30
france_travail,Agence France Travail GOSIER,-61.484702,16.206921,PERINET  24 Route de Perinet 97190 Le Gosier,,97113,3d5b38b7-54de-42af-be9c-597aa438f282
france_travail,Agence France Travail ROUBAIX CENTRE,3.180093,50.692675,74 Grande Rue 59100 Roubaix,,59512,3df33146-2f1d-4704-8583-0afa534174a4
france_travail,Agence France Travail SARLAT,1.205564,44.909934,77 Route du Pont de Campagnac 24200 Sarlat-la-Canéda,Mo-Fr 08:30-12:30,24520,3e0a723a-fa81-4998-9c66-3e810f6f9af6
france_travail,Agence France Travail GAP,6.08336,44.558851,26 Boulevard Georges Pompidou 05000 Gap,Mo-Fr 08:30-12:30,05061,3e0faebd-99e3-4399-b1ea-09f72710a272
france_travail,Agence France Travail CLERMONT L'HERAULT,3.435349,43.62986,16bis Avenue de Montpellier 34800 Clermont-l'Hérault,Mo-Fr 08:30-12:30,34079,3ecd850a-c308-4c00-9bb3-2f88734c99a8
france_travail,Agence France Travail TOULOUSE HIPPODROME,1.389755,43.575169,Route de Saint Simon 31100 Toulouse,Mo-Fr 08:30-12:30,31555,3fe02ccf-e3ec-4453-94dd-2d0bfd4208cd
france_travail,Agence France Travail VANNES OUEST,-2.79033,47.671602,2 Giratoire de Kerchopine 56000 Vannes,Mo-Fr 08:30-12:30,56260,401b4e56-bf31-4a23-98a9-ed90a27dc021
france_travail,Agence France Travail BIARRITZ,-1.539846,43.472352,Rue Borde d'André 64200 Biarritz,Mo-Fr 08:30-12:30,64122,40cd435b-0607-41a0-a2b1-3cb73d89a24b
france_travail,Agence France Travail TROYES CENTRE GARE,4.06336,48.298985,24 Rue Coulommiere 10000 Troyes,Mo-Fr 08:30-12:30,10387,413b70da-f8dd-4f4e-8340-644fb21c2931
france_travail,Agence France Travail REIMS JEANNE D'ARC,4.05391,49.250755,1 Rue des Thiolettes 51100 Reims,Mo-Fr 08:30-12:30,51454,42689c11-77fd-4ac4-bd14-6092fb0eec16
france_travail,Agence France Travail SAINTE CLOTILDE,55.481843,-20.888421,SAINTE CLOTILDE  14 Rue Claude Debussy 97490 Saint-Denis,Mo-Fr 07:30-11:30,97411,42ca7d5e-68fc-445c-b946-826ff7c5f38f
france_travail,Agence France Travail MONTMELIAN,6.04928,45.501602,Avenue de la gare 73800 Montmélian,Mo-Fr 08:30-12:30,73171,43da808e-54c7-4486-9807-b3b95797f495
france_travail,Agence France Travail LE TAMPON,55.514881,-21.27865,251 Rue Hubert Delisle 97430 Le Tampon,Mo-Fr 07:30-11:30,97422,43f47090-4549-4ee2-99af-a0b2fe41083f
france_travail,Agence France Travail MANOSQUE,5.803315,43.829882,126 Traverse Françoise Dolto 04100 Manosque,Mo-Fr 08:30-12:30,04112,44e14984-96cf-4b38-beb8-27fda838603d
france_travail,Agence France Travail STRASBOURG DANUBE,7.768639,48.572166,31 Avenue du Rhin 67100 Strasbourg,Mo-Fr 08:30-12:30,67482,44f93065-9399-459c-8d66-a6b1ade5327c
france_travail,Agence France Travail Ermont,2.264767,48.982048,90 Rue Raoul Dautry 95120 Ermont,,95219,450f4625-79a0-41ae-90b6-0a9dd44d760d
france_travail,Agence France Travail CAUDRY,3.40538,50.115032,Rue Gustave Delory 59540 Caudry,,59139,456a89d4-8792-4a4f-a1d9-6efe4bdde64d
france_travail,Agence France Travail Paris 20ème Vitruve,2.406409,48.859067,60 Rue Vitruve 75020 Paris,,75056,45c781d9-99c3-4deb-87b4-6fda9eaa452c
france_travail,Agence France Travail LA SEYNE SUR MER,5.880657,43.104005,avenue louis curet (rd 18) 83500 La Seyne-sur-Mer,Mo-Fr 08:30-12:30,83126,45ed8308-9066-4c26-99e7-c7809bf06a29
france_travail,Agence France Travail LA FERTE BERNARD,0.654277,48.177475,57 Avenue du General De Gaulle 72400 La Ferté-Bernard,Mo-Fr 08:30-12:30,72132,46873db9-2ae8-4981-9a38-09c752311b2b
france_travail,Agence France Travail ROUEN SAINT SEVER,1.081035,49.430302,26 Place Henri Gadeau de Kerville 76100 Rouen,Mo-Fr 08:30-12:30,76540,46b1d934-f5f5-4253-a02c-bdc6141c5a08
france_travail,Agence France Travail MARSEILLE CAP PINEDE,5.362839,43.33311,5 Boulevard de la mediterranee 13015 Marseille,Mo-Fr 08:30-12:30,13055,4721c9a7-57f3-4229-86ef-aea878110003
france_travail,Agence France Travail LA RIVIERE,55.43396,-21.279775,64 a ROUTE de Cilaos 97421 Saint-Louis,Mo-Fr 07:30-11:30,97414,4739ab10-40f0-477e-900e-3f6fb42c9583
france_travail,Agence France Travail MONTCEAU LES MINES,4.359014,46.674451,SITE ST ELOI  5 Rue Saint Eloi 71300 Montceau-les-Mines,Mo-Fr 08:30-12:30,71306,475069a4-f9ee-43e4-afee-71e3ac8a1619
france_travail,Agence France Travail SAINT GIRONS,1.151481,42.978072,Esplanade Mendes France 09200 Saint-Girons,Mo-Fr 08:30-12:30,09261,47aca983-dd63-4f03-bd4b-4d4582db4d75
france_travail,Agence France Travail SAINT-JEAN,1.497989,43.66252,6 Chemin du bois de Saget 31240 Saint-Jean,Mo-Fr 08:30-12:30,31488,47bc9045-5721-4e22-a023-d654776207d8
france_travail,Agence France Travail BOURGES BAUDENS,2.402971,47.073836,5bis Boulevard du Maréchal Joffre 18000 Bourges,Mo-Fr 08:45-12:45,18033,483186f8-368d-46a3-ae82-7cbfbb5ceed1
france_travail,Agence France Travail Paris 19ème Armand Carrel,2.376357,48.882872,44 Rue Armand Carrel 75019 Paris,,75056,4851f6b4-bb41-4c47-8de8-c827bcb6c2c1
france_travail,Agence France Travail RIVE DE GIER,4.601844,45.524226,1 Rue de la Petite Vitesse 42800 Rive-de-Gier,Mo-Fr 08:30-12:30,42186,48d849be-9184-4e1d-b284-5f318646095d
france_travail,Relai France Travail TONNERRE,3.973812,47.859062,5 PLACE DE LA GARE 89700 Tonnerre,Mo-Fr 08:30-12:30,89418,48db3da0-f92e-4443-b5d4-ff5526e74694
france_travail,Agence France Travail SENS,3.308205,48.203707,ZONE ECO PARC  47 Rue du 19 Mars 1962 89100 Sens,Mo-Fr 08:30-12:30,89387,491fc444-7ad6-4901-9116-0d1981b10e7f
france_travail,Agence France Travail MONTPELLIER MEDITERRANEE,3.938849,43.582291,Immeuble pégase  300 Impasse John Locke 34470 Pérols,Mo-Fr 08:30-12:30,34198,49e7dad9-2aec-405d-baa3-cf38afc15e4d
france_travail,Agence France Travail LA COTE SAINT ANDRE,5.254319,45.394469,12 Rue du Commandant Julhiet 38260 La Côte-Saint-André,Mo-Fr 08:30-12:30,38130,4a0bd1ce-021d-4d0f-b6c6-3fde7ac57129
france_travail,Agence France Travail Lagny-sur-marne,2.692641,48.876561,Rue du Pont Hardy 77400 Lagny-sur-Marne,,77243,4a0c157d-f282-4b18-b7f4-de2fb1f4d770
france_travail,Agence France Travail CALAIS MOLLIEN,1.863087,50.955445,66 Rue Mollien 62100 Calais,,62193,4a3f4b24-0bb3-4017-8be6-bceaeaedb7a3
france_travail,Agence France Travail LEZIGNAN CORBIERES,2.745937,43.177688,ZA PLAINE DE CAUMONT  4 BIS IMPASSE BECQUEREL 11200 Lézignan-Corbières,Mo-Fr 08:30-12:30,11203,4abbe2a5-94f8-4813-a0ac-0ed140d8dd31
france_travail,Agence France Travail Issy-les-Moulineaux,2.275313,48.826554,Rue Victor Hugo 92130 Issy-les-Moulineaux,,92040,4aea9dec-5d84-4019-9cb5-67fc0f67d050
france_travail,Agence France Travail LAMBALLE,-2.506189,48.464993,5 Avenue Georges Clémenceau 22400 Lamballe-Armor,Mo-Fr 08:30-12:30,22093,4aeea9bb-f2a1-4a34-ba8b-4f0e2bc2936c
france_travail,Agence France Travail SCHILTIGHEIM,7.717557,48.612045,2 Rue de Berne 67300 Schiltigheim,Mo-Fr 08:30-12:30,67447,4afeb460-09ec-4fc6-bcd4-96bc1208124f
france_travail,Agence France Travail TOULOUSE BELLEFONTAINE,1.399923,43.565759,63 Allée de Bellefontaine 31100 Toulouse,Mo-Fr 08:30-12:30,31555,4b001e10-32e8-40cc-97a9-eddcc2854c82
france_travail,Agence France Travail EYSINES,-0.636706,44.885033,144 Avenue du Médoc 33320 Eysines,Mo-Fr 08:30-12:30,33162,4b24c036-8c23-4d11-a574-ba93f29a85ba
france_travail,Agence France Travail Paris 12ème Diderot,2.368859,48.845458,3 Boulevard Diderot 75012 Paris,,75056,4c526ee9-b4f4-4633-8909-c1afcff27137
france_travail,Agence France Travail VILLEFONTAINE,5.155162,45.613321,315 Rue Serge Mauroit 38090 Villefontaine,Mo-Fr 08:30-12:30,38553,4c52b799-fba2-46b5-a438-af639f222475
france_travail,Agence France Travail CROIX,3.139163,50.678445,PARC D ACTIVITÉS DE LA GARE  146 Rue de la Gare 59170 Croix,,59163,4c63a43e-eff9-4310-9e30-a163d8778a8d
france_travail,Agence France Travail OYONNAX,5.65062,46.254637,188 Rue Anatole France 01100 Oyonnax,Mo-Fr 08:30-12:30,01283,4c958ab5-692c-448a-89e5-7f3f0004c1c7
france_travail,Agence France Travail CHATEAU THIERRY,3.411987,49.039941,56 Avenue de la République 02400 Château-Thierry,Mo-Fr 08:30-12:30,02168,4cead821-03a0-4053-9292-ec16165bf574
france_travail,Agence France Travail BREST EUROPE,-4.470149,48.410199,Face Mairie Quartier Europe  11 rue du Huit Mai 1945 29200 Brest,Mo-Fr 08:30-12:30,29019,4de699f5-78d5-4b23-ae1b-309001ea4cdb
france_travail,Agence France Travail Dourdan,2.011227,48.533795,Ancien chemin de la petite vitesse  3 Avenue Eugene Vernholes 91410 Dourdan,,91200,4df7c5fb-c8af-4180-9843-5f9342112313
france_travail,Agence France Travail NICE CENTRE,7.259371,43.700513,Rue Berlioz 06000 Nice,Mo-Fr 08:30-12:30,06088,4e3e7995-8d91-4f92-b739-88753db3b702
france_travail,Agence France Travail PRADES,2.428429,42.61688,4 PLACE DU DOCTEUR J. SALIES 66500 Prades,Mo-Fr 08:30-12:30,66149,4e409b32-ae53-4fff-8f4a-4fc888fd06b7
